std_no,department_no,department_code,class_department_code,class_code,class_name,period
19028014,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028016,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028031,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028043,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028052,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028054,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028058,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028071,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028075,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028076,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028082,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031022,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031033,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031040,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031060,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031061,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031068,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031069,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031072,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031080,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19033011,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19033092,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19042126,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065908,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19071039,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19071090,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19071114,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20015604,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20025011,025,MAT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20028606,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20031901,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20033901,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20042702,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20051027,051,KMM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
11042878,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16022029,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17026010,026,MTF,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17026027,026,MTF,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17027056,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17028606,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17061042,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18012503,012,ELM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014029,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18015003,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18022036,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18031093,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18034074,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18061007,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18061063,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18061070,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18061907,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18065005,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18067010,067,MKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18067060,067,MKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18071083,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18071094,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015022,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015031,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015054,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015072,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19027059,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19033013,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19034006,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19034040,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19034051,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19034059,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19042039,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19042089,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19056601,056,BYM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19061026,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19061038,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065095,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065148,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065171,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19071704,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20027022,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20027048,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20028069,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20071027,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20071135,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20072603,072,SBP,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
13065101,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15012806,012,ELM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15022085,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16012059,012,ELM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16027028,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17028037,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17028044,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034001,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034053,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034074,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18011020,011,BLM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18011072,011,BLM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18011073,011,BLM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014096,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18015026,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18022020,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18023065,023,IST,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18025004,025,MAT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18025062,025,MAT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18026008,026,MTF,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18028019,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18041025,041,CEV,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18041068,041,CEV,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18046002,046,HRT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18046057,046,HRT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18046060,046,HRT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18071709,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19011097,011,BLM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19014065,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19014909,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015608,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028025,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19028034,028,MBG,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031102,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19034610,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19042075,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19052608,052,MTM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065157,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20014039,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20014605,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20056612,056,BYM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20061612,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
14041055,041,CEV,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15026017,026,MTF,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15033027,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15033091,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15042089,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16034074,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034038,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034072,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17034078,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17042039,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18012081,012,ELM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014038,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014080,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014113,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18022045,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18033055,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18033063,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18034042,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18034051,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18034083,034,SBU,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042011,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042028,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042070,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042087,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042133,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042701,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18052091,052,MTM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19041066,041,CEV,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19042048,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065603,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065715,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20014608,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20033606,033,ISL,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20071614,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
21052613,052,MTM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
21061619,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
11022091,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
11065033,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15065073,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16042064,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
16042116,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17012123,012,ELM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17022041,022,FIZ,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17041006,041,CEV,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17042090,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17042901,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18014048,014,EHM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042050,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042057,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042075,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18042102,042,INS,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18061028,061,END,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18065067,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18065702,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18065704,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
18065918,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19015036,015,KOM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19031007,031,IKT,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19052048,052,MTM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19056016,056,BYM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19056056,056,BYM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065059,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19065214,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
19072022,072,SBP,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20052044,052,MTM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20065603,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
20065604,065,MAK,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
22071620,071,MIM,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
17027056,027,TDE,ITB,ITB3040,20.Yüzyılda Siy.Geliş.ve Top.Hareketler,BAHAR DÖNEMİ
15051059,051,KMM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17022033,022,FIZ,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17022044,022,FIZ,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17022048,022,FIZ,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17042027,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17042079,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17065213,065,MAK,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18011901,011,BLM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18042011,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18042020,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18042046,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18042068,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18042115,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18065171,065,MAK,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18065208,065,MAK,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18065706,065,MAK,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19011099,011,BLM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19042014,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19042054,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19042086,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19042613,042,INS,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19056045,056,BYM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19056063,056,BYM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
19061062,061,END,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
20056605,056,BYM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17027009,027,TDE,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17028062,028,MBG,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
17071128,071,MIM,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18022017,022,FIZ,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18022083,022,FIZ,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18028009,028,MBG,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18028028,028,MBG,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
18028042,028,MBG,ITB,ITB3130,Siyasal İdeolojiler: Kuram ve Tarih,BAHAR DÖNEMİ
